"BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT","56109",,"1016O1755",,"Theologie",,"OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",221,"6","6","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2025-09-01,,2025-03-20,2025-09-01,2031-03-20,,,,,,,
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT","60254",,"1001O6573",,"Theology","Theology","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2024-09-01,,2020-04-06,2020-04-06,,,2025-11-01,,,2028-05-02,"ART_5_16_LID_4",
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT","60254",,"1001O6573",,"Theology","Theology","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2024-09-01,,2020-04-06,2020-04-06,,,2025-11-01,,,2028-05-02,"ART_5_16_LID_4",
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT","66122",,"1001O7267",,"Theologie (Gemeentepredikant)",,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2024-09-01,,2020-04-06,2020-04-06,,,2025-11-01,,,2028-05-02,"ART_5_16_LID_4",
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT","66122",,"1001O7267",,"Theologie (Gemeentepredikant)",,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2024-09-01,,2020-04-06,2020-04-06,,,2025-11-01,,,2028-05-02,"ART_5_16_LID_4",
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV03","Protestantse Theologische Universiteit; Amsterdam","Amsterdam","AMSTERDAM","55004",2025-09-01,"1001O5786",,"Theologie (joint degree)","Theology (joint degree)","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",,"6","6","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2012-09-01,2029-09-01,2021-01-11,2021-01-11,,2029-09-01,2026-05-01,,,,,"21PL"
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV03","Protestantse Theologische Universiteit; Amsterdam","Amsterdam","AMSTERDAM","55004",2025-09-01,"1001O5786",,"Theologie (joint degree)","Theology (joint degree)","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2012-09-01,2029-09-01,2021-01-11,2021-01-11,,2029-09-01,2026-05-01,,,,,"21PL"
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV04","Protestantse Theologische Universiteit; Groningen","Groningen","GRONINGEN","60261",2024-09-01,"1001O6587",,"Theologie (Predikantschap)",,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2012-09-01,2028-09-01,2020-04-06,2020-04-06,,2028-09-01,2025-11-01,,,2028-05-02,"ART_5_16_LID_4",
"20045","Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV04","Protestantse Theologische Universiteit; Groningen","Groningen","GRONINGEN","60261",2024-09-01,"1001O6587",,"Theologie (Predikantschap)",,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2012-09-01,2028-09-01,2020-04-06,2020-04-06,,2028-09-01,2025-11-01,,,2028-05-02,"ART_5_16_LID_4",
"30041","Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE","34808",,"1001O4361",,"Opleiding tot leraar Basisonderwijs","Education in Primary Schools (age 4 - 12)","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2002-09-01,,2022-06-01,2022-06-01,,,2028-05-01,,,,,
"30041","Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE","34808",,"1001O4361",,"Opleiding tot leraar Basisonderwijs","Education in Primary Schools (age 4 - 12)","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS",,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2002-09-01,,2022-06-01,2022-06-01,,,2028-05-01,,,,,
"30041","Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE","70212",,"1001O8088",,"Master Leiderschap en Innovatie Kind en Educatie",,"OPLEIDING",60,"ECTS_PUNT","HBO-PM","MASTER","OF_ARTS",,"7","7","DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2018-11-01,,2024-07-24,2024-07-24,,,2030-05-01,,,,,
"30041","Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE","80142",,"1001O8607",,"Pedagogisch Educatief Professional",,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",,,"5","5","DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2021-09-01,,2024-08-23,2024-08-23,,,2030-05-01,,,,,
"30041","Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE","80142",,"1001O8607",,"Pedagogisch Educatief Professional",,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",,,"5","5","DUAAL","GEDRAG_EN_MAATSCHAPPIJ",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2026-09-01,,2024-08-23,2024-08-23,,,2030-05-01,,,,,
"30041","Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE","80142",,"1001O8607",,"Pedagogisch Educatief Professional",,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",,,"5","5","VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2026-09-01,,2024-08-23,2024-08-23,,,2030-05-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","30036",,"1001O2713",,"Creative Media and Game Technologies","Creative Media and Game Technologies","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",,"6","6","VOLTIJD","TECHNIEK",,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2015-09-01,,2025-07-21,,,,2031-05-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","34739",,"1001O4326",,"Muziek","Music","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_MUSIC",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2023-01-15,2023-01-15,,,2028-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","34745",,"1001O4343",,"Docent Theater","Theatre in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2022-01-21,2022-01-21,,,2027-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","34860",,"1001O4425",,"Theater","Theatre","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2022-01-21,2022-01-21,,,2027-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","34951",,"1001O4533",,"Kunst en Economie","Art and Economics","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","ECONOMIE",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2002-09-01,,2025-07-21,,,,2031-05-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","39100",,"1001O5077",,"Docent Beeldende Kunst en Vormgeving","Fine Art and Design in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-03-31,2020-03-31,,,2026-05-01,,,2027-05-02,"ART_5_16_LID_4",
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","39100",,"1001O5077",,"Docent Beeldende Kunst en Vormgeving","Fine Art and Design in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-03-31,2020-03-31,,,2026-05-01,,,2027-05-02,"ART_5_16_LID_4",
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","39110",,"1001O5091",,"Autonome Beeldende Kunst","Fine Art","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-05-11,2020-05-11,,,2026-05-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","39111",,"1001O5100",,"Vormgeving","Design","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-04-15,2020-04-15,,,2026-05-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","39112",,"1001O5112",,"Docent Muziek","Music in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2023-01-15,2023-01-15,,,2028-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","44739",,"1001O5373",,"Muziek","Music","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_MUSIC",,"7","7","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2007-08-01,,2020-07-28,2020-07-28,,,2026-05-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","49114",,"1001O5499",,"Master of Arts in Fine Art and Design","Master of Arts in Fine Art and Design","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2014-09-01,,2026-01-14,,,,2031-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","49117",,"1001O5512",,"Kunsteducatie","Education in Arts","OPLEIDING",60,"ECTS_PUNT","HBO-MA","MASTER","OF_EDUCATION",,"7","7","DEELTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2009-04-15,,2024-01-22,2024-01-22,,,2029-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","49124",,"1001O5526",,"Crossover Creativity","Crossover Creativity","OPLEIDING",60,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","SECTOROVERSTIJGEND","ONDERWIJS_LANDBOUW_EN_NATUURLIJKE_OMGEVING_NATUUR_TECHNIEK_GEZONDHEID","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2018-09-01,,2021-02-16,2021-02-16,,,2026-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","49238",,"1001O5562",,"Interieurarchitectuur","Interior Architecture","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2010-09-01,,2022-01-20,2022-01-20,,,2027-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT","80144",,"1001O8623",,"Design","Design","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",,,"5","5","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2018-09-01,,2024-01-26,2024-01-26,,,2029-11-01,,,,,
"28901","Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF04","Hogeschool voor de Kunsten Utrecht; Amersfoort","Amersfoort","AMERSFOORT","34739",,"1001O4326",,"Muziek","Music","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_MUSIC",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2023-01-15,2023-01-15,,,2028-11-01,,,,,
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","50897",,"1001O5747",,"Business Administration","Business Administration","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_SCIENCE",,"6","6","VOLTIJD","ECONOMIE",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2016-09-01,,2025-07-23,,,,2031-05-01,,,,,
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","56435",,"1001O5890",,"Accountancy",,"OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_SCIENCE",,"6","6","DEELTIJD","ECONOMIE",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2003-09-01,,2019-10-01,2019-10-01,,,2025-05-01,,,2027-05-02,"ART_5_16_LID_4",
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","60060",,"1001O6314",,"Accountancy",,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","ECONOMIE",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2007-11-06,,2019-08-23,2019-08-23,,,2025-05-01,,,2027-05-02,"ART_5_16_LID_4",
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","60477",,"1016O1924",,"Impact MBA","Impact MBA","OPLEIDING",68,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2025-04-03,,2025-03-17,2025-04-03,2031-03-17,,,,,2031-09-01,"ART_5_31_LID_3",
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","60477",,"1016O1924",,"Impact MBA","Impact MBA","OPLEIDING",68,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2025-09-01,,2025-03-17,2025-04-03,2031-03-17,,,,,2031-09-01,"ART_5_31_LID_3",
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","60687",,"1001O6918",,"Fiscaal Recht","Fiscal Law","OPLEIDING",70,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",,"7","7","DEELTIJD","RECHT",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2013-09-23,,2024-12-19,,,,2030-11-01,,,,,
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","60986",,"1001O8795",,"Fiscale Economie","Fiscal Economics","OPLEIDING",70,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2022-02-23,,2025-06-11,,2028-02-23,,,,,,,
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","66420",,"1001O7293",,"Management",,"OPLEIDING",63,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2003-09-01,,2025-07-23,,,,2031-05-01,,,,,
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","66420",,"1001O7293",,"Management",,"OPLEIDING",63,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2003-09-01,,2025-07-23,,,,2031-05-01,,,,,
"80121","Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT","66436",,"1001O7296",,"Controlling",,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","ECONOMIE",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",,2003-09-01,,2019-08-23,2019-08-23,,,2025-05-01,,,2027-05-02,"ART_5_16_LID_4",
