"BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","60960",,"1001O7141","199bd771-1a96-4b4a-9537-a21cc84d4c6a","Linguistics and Communication Sciences (research)","Linguistics and Communication Sciences (research)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2019-09-01,,2022-08-23,2022-08-23,,,2027-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","60964",,"1001O7145","bcb83f88-7824-4142-9318-aacb63595d86","Data Science and Society","Data Science and Society","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","SECTOROVERSTIJGEND","ONDERWIJS_LANDBOUW_EN_NATUURLIJKE_OMGEVING_NATUUR_TECHNIEK_GEZONDHEID","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2019-02-01,,2024-07-24,2024-07-24,,,2030-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","60969",,"1001O7150","1a488cce-3e7c-45c3-9f97-070a9cd8d54f","Cognitive Science and Artificial Intelligence","Cognitive Science and Artificial Intelligence","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","NATUUR",,"HOOG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2020-09-01,,2025-02-04,,,,2028-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","60994",,"1001O8905","a596078e-d61f-44d6-8e47-4fb03e5217f4","Geestelijke Verzorging",,"OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2024-02-12,,2023-08-07,2023-08-07,2029-08-07,,,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","60994",,"1001O8905","a596078e-d61f-44d6-8e47-4fb03e5217f4","Geestelijke Verzorging",,"OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2024-02-12,,2023-08-07,2023-08-07,2029-08-07,,,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66401",,"1001O7286","c1b27f12-9f51-4b8f-b077-256608520418","Economics","Economics","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","ECONOMIE",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2004-09-01,,2023-09-26,2023-09-26,,,2028-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66402",,"1001O7291","e8d90e7b-b3ae-4ac1-ae28-a89cc56d9a2c","Fiscale Economie","Tax Economics","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","ECONOMIE",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2004-09-01,,2023-08-09,2023-08-09,,,2028-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66581",,"1001O7330","da3741db-da64-4ff9-b846-1b35cc282ae5","Medische Psychologie","Medical Psychology","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","GEZONDHEIDSZORG",,"HOOG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2006-09-01,,2020-12-16,2019-05-02,,,2024-11-01,,,2026-11-02,"ART_5_16_LID_4",
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66599",,"1001O7338","eb72147e-f0e7-4c7c-a8b1-1330385745fc","Sociology","Sociology","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2009-09-01,,2019-06-20,2019-06-20,,,2025-05-01,,,2028-05-02,"ART_5_16_LID_4",
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66627",,"1001O7382","9228baef-3cc9-4db0-b9d0-6643746d3f4d","Bestuurskunde","Public Governance","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2005-09-01,,2024-06-11,2024-06-11,,,2030-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66826",,"1001O7467","6db56fef-7f84-4869-8670-64099a6b5dd8","Communicatie- & Informatiewetenschappen","Communication and Information Sciences","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2004-09-01,,2020-07-16,2020-07-16,,,2025-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66826",,"1001O7467","6db56fef-7f84-4869-8670-64099a6b5dd8","Communicatie- & Informatiewetenschappen","Communication and Information Sciences","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2004-09-01,,2020-07-16,2020-07-16,,,2025-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","66827",,"1001O7476","2ce93891-9310-4918-8148-b8853dfafe02","Fiscaal Recht","Tax Law","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",,"7","7","VOLTIJD","RECHT",,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2004-09-01,,2025-01-07,,,,2030-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","68534",,"1001O7765","6776b770-6fbd-4ad3-aba7-8c603a76bb53","Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen","Language Teaching in Secondary Education","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS,OF_SCIENCE",,"7","7","DEELTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2022-09-01,,2023-11-30,2022-03-21,,,2027-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","68534",,"1001O7765","6776b770-6fbd-4ad3-aba7-8c603a76bb53","Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen","Language Teaching in Secondary Education","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS,OF_SCIENCE",,"7","7","VOLTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2022-09-01,,2023-11-30,2022-03-21,,,2027-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","68535",,"1001O7773","f123a36f-0cde-483b-8ce3-cfc8e5e9f32d","Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen","Teaching Social Sciences and Humanities in Secondary Education","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS,OF_SCIENCE",,"7","7","DEELTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2022-09-01,,2023-11-30,2022-03-21,,,2027-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","68535",,"1001O7773","f123a36f-0cde-483b-8ce3-cfc8e5e9f32d","Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen","Teaching Social Sciences and Humanities in Secondary Education","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS,OF_SCIENCE",,"7","7","VOLTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,2022-09-01,,2023-11-30,2022-03-21,,,2027-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN00","Tilburg University; Tilburg","Tilburg","TILBURG","68536",,"1001O7778","678bfd7f-d05d-4ec9-a8af-3ef2e1fec856","Educatie in de Taal- en cultuurwetenschappen","Language and culture Education","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2017-12-22,,2023-12-08,2023-12-08,,,2027-11-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","56109",,"1001O5858","96f53767-4bfd-48b7-a06b-9ae4437e321e","Theologie","Theology","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",,"6","6","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2007-05-30,,2020-08-06,2020-08-06,,,2026-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","56109",,"1001O5858","96f53767-4bfd-48b7-a06b-9ae4437e321e","Theologie","Theology","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2007-05-30,,2020-08-06,2020-08-06,,,2026-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","60257",,"1001O6580","e015c676-ff05-43f7-89cc-37cffb529783","Theologie","Theology","OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2007-05-30,,2020-08-06,2020-08-06,,,2026-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","60257",,"1001O6580","e015c676-ff05-43f7-89cc-37cffb529783","Theologie","Theology","OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,2007-05-30,,2020-08-06,2020-08-06,,,2026-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","60994",,"1001O8905","a596078e-d61f-44d6-8e47-4fb03e5217f4","Geestelijke Verzorging",,"OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2024-02-12,,2023-08-07,2023-08-07,2029-08-07,,,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","60994",,"1001O8905","a596078e-d61f-44d6-8e47-4fb03e5217f4","Geestelijke Verzorging",,"OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR",,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2024-02-12,,2023-08-07,2023-08-07,2029-08-07,,,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","68075",,"1001O7599","4c949595-3ab8-425e-b1cd-915ef8a027a8","Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing","Academic Teacher in Religion and Philosophy of Life","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","DEELTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2015-09-01,,2020-10-19,2020-10-19,,,2026-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN02","Tilburg University; Utrecht","Utrecht","UTRECHT","68075",,"1001O7599","4c949595-3ab8-425e-b1cd-915ef8a027a8","Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing","Academic Teacher in Religion and Philosophy of Life","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","ONDERWIJS",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2015-09-01,,2020-10-19,2020-10-19,,,2026-05-01,,,,,
"75571","Stichting Katholieke Universiteit Brabant","21PN","Tilburg University","21PN03","Tilburg University; 's-Hertogenbosch","'s-Hertogenbosch","'S-HERTOGENBOSCH","65018",,"1001O7190","5b30023a-2bcf-4324-8daa-9219388673d7","Data Science in Business and Entrepreneurship (joint degree)","Data Science in Business and Entrepreneurship (joint degree)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",,"7","7","VOLTIJD","TECHNIEK",,"HOOG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2016-09-01,,2022-06-20,2022-06-20,,,2027-11-01,,,,,"21PG"
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34733",,"1001O4324",,"Film en Televisie","Film and Television","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-12-17,2020-12-17,,,2027-05-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34735",,"1001O4325",,"Cultureel Erfgoed","Cultural Heritage","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR",,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2002-09-01,,2020-10-30,2020-10-30,,,2026-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34739",,"1001O4329",,"Muziek","Music","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_MUSIC",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2024-01-30,2024-01-30,,,2028-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34745",,"1001O4345",,"Docent Theater","Theatre in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2022-03-24,2022-03-24,,,2027-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34798",,"1001O4353",,"Dans","Dance","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2026-01-05,,,,2031-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34860",,"1001O4426",,"Theater","Theatre","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2022-03-24,2022-03-24,,,2027-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","34940",,"1001O4525",,"Docent Dans","Dance in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2026-01-05,,,,2031-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","39100",,"1001O5079",,"Docent Beeldende Kunst en Vormgeving","Fine Art and Design in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-06-16,2020-06-16,,,2026-05-01,,,2027-05-02,"ART_5_16_LID_4",
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","39100",,"1001O5079",,"Docent Beeldende Kunst en Vormgeving","Fine Art and Design in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2020-06-16,2020-06-16,,,2026-05-01,,,2027-05-02,"ART_5_16_LID_4",
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","39112",,"1001O5116",,"Docent Muziek","Music in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","AANVULLENDE_EISEN",48,2002-09-01,,2024-03-15,2024-03-15,,,2028-11-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","44336",,"1001O5359",,"Architectuur","Architecture","OPLEIDING",240,"ECTS_PUNT","HBO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2004-04-01,,2021-11-05,2021-11-05,,,2027-05-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","44337",,"1001O5366",,"Landschapsarchitectuur","Landscape Architecture","OPLEIDING",240,"ECTS_PUNT","HBO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2004-04-01,,2021-11-05,2021-11-05,,,2027-05-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","44338",,"1001O5367",,"Stedenbouw","Urbanism","OPLEIDING",240,"ECTS_PUNT","HBO-MA","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","TAAL_EN_CULTUUR",,"HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,2004-04-01,,2021-11-05,2021-11-05,,,2027-05-01,,,,,
"30274","Sticht. A'damse Hogeschool voor de Kunsten","21QA","Amsterdamse Hogeschool voor de Kunsten","21QA00","Amsterdamse Hogeschool voor de Kunsten; Amsterdam","Amsterdam","AMSTERDAM","44733",,"1001O5372",,"Film","of Film","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",,"7","7","VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,2009-10-07,,2021-05-21,2021-05-21,,,2027-05-01,,,,,
