"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","AANTAL_INGESCHREVENEN"
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35195","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels",423
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35196","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans",38
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35197","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis",249
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35198","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands",264
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35199","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde",61
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35201","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde",89
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35207","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie",133
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde",171
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35261","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde",80
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35301","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie",126
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn",170
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35411","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer",119
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35421","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde",163
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",593
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling",77
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design",629
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",260
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek",132
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34275","B Chemische Technologie",46
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34276","B Maritieme Techniek",120
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek",86
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde",202
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34331","B Biotechnologie",16
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",97
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",140
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde",234
"2021","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","35168","B Toegepaste Wiskunde",133
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs",-1
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","49290","M Innovative Dairy Chain Management",15
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","45284","M Content & Media Strategy",129
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","49135","M International Leisure, Tourism & Events Management",63
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","40120","M Health Innovation",43
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","44136","M Learning & Innovation",61
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","49295","M Master Educational Leadership",28
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","49302","M Design Driven Innovation",108
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","49126","M Serious Gaming",31
"2021","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","49397","M Computer Vision & Data Science",-1
"2021","Friesland","0093","Terschelling","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34190","B Ocean Technology",90
"2021","Friesland","0093","Terschelling","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34384","B Maritiem Officier",336
"2021","Friesland","0093","Terschelling","reguliere inst.","master","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","49122","M Maritime Innovations",40
"2021","Gelderland","0200","Apeldoorn","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","34411","B Hotel Management",633
"2021","Gelderland","0200","Apeldoorn","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","39268","B Integrale Veiligheidskunde",346
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80008","Ad Accountancy",38
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80074","Ad Bedrijfskunde",180
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80103","Ad Commerciele Economie",102
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80136","Ad Juridisch medewerker",46
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80148","Ad Logistiek",114
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80016","Ad Civiele Techniek Projectvoorbereiding en -realisatie",81
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80017","Ad Elektrotechniek",53
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80019","Ad Werktuigbouwkunde",31
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80020","Ad Technische Bedrijfskunde",16
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80124","Ad Embedded Systems Engineering",15
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80125","Ad Bouwtechnisch Medewerker",24
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80159","Ad Gebouwgebonden Installatietechniek",35
"2021","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80187","Ad Automotive",15
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","30029","B International Business",947
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",346
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",402
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",364
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",514
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35517","B Finance, Tax and Advice",245
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",273
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",238
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",476
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",348
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding",125
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","30018","B Automotive",783
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",867
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design",1073
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34131","B Embedded Systems Engineering",108
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",838
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek",266
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek",312
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde",451
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen",284
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde",288
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34745","B Docent Theater",76
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans",80
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving",236
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek",184
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans",75
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34860","B Theater",41
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39110","B Autonome Beeldende Kunst",132
"2021","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving",470
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","49142","M Master Circulaire Economie",74
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49139","M Sport- en Beweeginnovatie",93
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","49136","M Engineering Systems",305
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44336","M Architectuur",79
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek",18
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design",134
"2021","Gelderland","0202","Arnhem","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49125","M Performance Practices",23
"2021","Gelderland","0222","Doetinchem","reguliere inst.","associate degree","09OT","Iselinge Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional",69
"2021","Gelderland","0222","Doetinchem","reguliere inst.","bachelor","09OT","Iselinge Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",439
"2021","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","80080","Ad Ondernemen",53
"2021","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk",117
"2021","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80146","Ad Pastoraal Werk",19
"2021","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional",50
"2021","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","80083","Ad ICT Service Management",23
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",434
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",288
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",208
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34686","B Journalistiek",310
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",1137
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35146","B Theologie",232
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",983
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",670
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","n.v.t. (onderwijs)","35441","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst",55
"2021","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",130
"2021","Gelderland","0228","Ede","reguliere inst.","master","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","49147","M Contextuele Benadering",89
"2021","Gelderland","0228","Ede","reguliere inst.","master","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49294","M Speltherapie",191
"2021","Gelderland","0228","Ede","reguliere inst.","master","25BA","Christelijke Hogeschool Ede","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45274","M Leraar Godsdienst",11
"2021","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80086","Ad Ervaringsdeskundigheid in Zorg en Welzijn",27
"2021","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk",230
"2021","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg",75
"2021","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional",75
"2021","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","80045","Ad Onderwijsondersteuner Gezondheidszorg en Welzijn",18
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",677
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",773
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",701
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",300
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34432","B Food and Business",556
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34500","B Facility Management",581
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",451
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",272
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",230
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management",796
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",862
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34040","B Sportkunde",1214
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",2675
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34507","B Toegepaste Psychologie",574
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek",1083
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","30023","B Medische Hulpverlening",244
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34538","B Management in de Zorg",164
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",2717
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut",762
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34574","B Opleiding voor Ergotherapie",456
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34576","B Mondzorgkunde",285
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie",252
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34579","B Voeding en Dietetiek",629
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34644","B Vaktherapie",681
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",1524
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding",558
"2021","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35193","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits",129
