"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","SOORT_DIPLOMA","GESLACHT","AANTAL_GEDIPLOMEERDEN"
"2019","Overijssel","0153","Enschede","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",-1
"2019","Overijssel","0153","Enschede","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",18
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",-1
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",434
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",388
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",86
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",302
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",89
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",274
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",8
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",52
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo associate degree","VROUW",12
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",28
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",78
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",-1
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",-1
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",675
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",278
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","MAN",-1
"2019","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","VROUW",5
"2019","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",8
"2019","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",17
"2019","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",50
"2019","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",49
"2019","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",5
"2019","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",10
"2019","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",43
"2019","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",23
"2019","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",126
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",8
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",43
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",433
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",350
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",10
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",46
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",109
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",410
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",9
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",41
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",317
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",10
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",23
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",66
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",9
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",69
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","MAN",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","MAN",252
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VROUW",187
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",13
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",10
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","VROUW",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","hbo bachelor","MAN",13
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","hbo bachelor","VROUW",29
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",9
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",539
"2019","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",56
"2019","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",13
"2019","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",62
"2019","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",16
"2019","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",140
"2019","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",24
"2019","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",65
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",22
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",40
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","MAN",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","VROUW",17
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","MAN",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VROUW",7
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",37
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",45
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",-1
"2019","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",-1
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",5
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",22
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",34
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",37
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","MAN",6
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","VROUW",39
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",-1
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",142
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",-1
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",24
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",5
"2019","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",18
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",30
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",88
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",15
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",44
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","VROUW",5
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","MAN",7
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VROUW",5
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","MAN",8
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VROUW",13
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",152
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",172
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",42
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",44
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",47
"2019","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",25
"2019","Utrecht","0344","Utrecht","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",30
"2019","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",257
"2019","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",10
"2019","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",30
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",683
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",894
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo master","MAN",6
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo master","VROUW",8
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",70
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",233
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",8
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",19
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",164
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",801
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",32
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",120
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",9
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",84
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",33
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",136
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","VROUW",10
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","MAN",120
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VROUW",269
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","MAN",55
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","VROUW",94
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",641
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",249
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo master","MAN",16
"2019","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo master","VROUW",6
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",5
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",25
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VROUW",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","MAN",-1
"2019","Utrecht","0344","Utrecht","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","VROUW",-1
"2019","Zeeland","0687","Middelburg","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",144
"2019","Zeeland","0687","Middelburg","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","ONBEKEND",-1
"2019","Zeeland","0687","Middelburg","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",45
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",7
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",86
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",131
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",-1
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",21
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",35
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",117
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",8
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",120
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",11
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",44
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",-1
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",73
"2019","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",5
"2019","Zuid-Holland","0503","Delft","reguliere inst.","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","MAN",-1
