"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","SOORT_DIPLOMA","GESLACHT","AANTAL_GEDIPLOMEERDEN"
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","hbo master","MAN",18
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","hbo master","VROUW",29
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",25
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",9
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",12
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",5
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",133
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",221
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",48
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",78
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",14
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",89
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",25
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",93
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",17
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",-1
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",57
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",20
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",-1
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",-1
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",253
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",352
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",-1
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",5
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",32
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",103
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",16
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",158
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",23
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",108
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",-1
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",39
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",133
"2021","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",62
"2021","Overijssel","0153","Enschede","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",6
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",505
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",481
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",49
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",278
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",113
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",372
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",8
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",67
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo associate degree","VROUW",11
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",21
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",69
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",5
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VROUW",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",662
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",261
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","MAN",8
"2021","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","VROUW",12
"2021","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",8
"2021","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",7
"2021","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",38
"2021","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",54
"2021","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",11
"2021","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",63
"2021","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",17
"2021","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",99
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",88
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",113
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",447
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",381
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",25
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",130
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",77
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",291
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",45
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",334
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",8
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",28
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",81
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",9
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",37
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","MAN",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","MAN",186
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VROUW",193
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",8
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",16
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","hbo bachelor","MAN",14
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","hbo bachelor","VROUW",33
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",28
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VROUW",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",634
"2021","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",69
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",16
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",68
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",7
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",14
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",149
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",21
"2021","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",91
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",16
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",35
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","MAN",6
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","VROUW",19
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","MAN",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VROUW",5
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",17
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",70
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",8
"2021","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",9
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",62
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",61
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",41
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",27
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","MAN",-1
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","VROUW",29
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",-1
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",74
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",-1
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",23
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",-1
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",14
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",66
"2021","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VROUW",12
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",26
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",73
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",18
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",67
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","MAN",-1
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","VROUW",6
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","MAN",8
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VROUW",11
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","MAN",9
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VROUW",20
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",180
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",235
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",34
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",43
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",57
"2021","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",26
"2021","Utrecht","0344","Utrecht","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",-1
"2021","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",43
"2021","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",293
"2021","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",13
"2021","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",14
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",611
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",752
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo master","MAN",9
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo master","VROUW",23
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",53
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",209
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",13
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",34
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",191
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",757
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",41
"2021","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",200
