"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","SOORT_DIPLOMA","AANTAL_GEDIPLOMEERDEN"
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35198","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands","hbo bachelor",50
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35199","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde","hbo bachelor",5
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35201","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde","hbo bachelor",22
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35204","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek","hbo bachelor",10
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35207","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie","hbo bachelor",45
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde","hbo bachelor",37
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35261","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde","hbo bachelor",-1
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35301","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie","hbo bachelor",19
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn","hbo bachelor",52
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","39218","B Learning and Development in Organisations","hbo bachelor",80
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","49306","M Ontwerpen van Eigentijds Leren","hbo master",13
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","80045","Ad Onderwijsondersteuner Gezondheidszorg en Welzijn","hbo associate degree",10
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45262","M Leraar Engels","hbo master",5
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45263","M Leraar Wiskunde","hbo master",5
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45269","M Leraar Nederlands","hbo master",8
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45275","M Leraar Algemene Economie","hbo master",5
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT","hbo bachelor",71
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34396","B Chemie","hbo bachelor",45
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek","hbo bachelor",123
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","39215","B Bio-informatica","hbo bachelor",31
"2021","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","49293","M Molecular Life Sciences","hbo master",17
"2021","Gelderland","0268","Nijmegen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs","hbo master",22
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34203","B International Development Management","hbo bachelor",30
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34220","B Tuin- en Landschapsinrichting","hbo bachelor",58
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34221","B Bos- en Natuurbeheer","hbo bachelor",106
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34226","B Land- en Watermanagement","hbo bachelor",37
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34856","B Voedingsmiddelentechnologie","hbo bachelor",14
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34859","B Management van de Leefomgeving","hbo bachelor",11
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34866","B Bedrijfskunde en Agribusiness","hbo bachelor",16
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34869","B Dier- en Veehouderij","hbo bachelor",19
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80068","Ad Tuin- en Landschapsinrichting","hbo associate degree",23
"2021","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80128","Ad Land- en Watermanagement","hbo associate degree",11
"2021","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","44135","M Leren en Innoveren","hbo master",30
"2021","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80015","Ad Educatie en Kennismanagement Groene Sector Bloemsierkunst","hbo associate degree",12
"2021","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","34899","B Docent en Kennismanager Groene Sector","hbo bachelor",120
"2021","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35423","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II","hbo bachelor",9
"2021","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","39301","B Docent en kennismanager Dienstverlening en Producten","hbo bachelor",14
"2021","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","80167","Ad Educatief Professional Beroepsonderwijs","hbo associate degree",14
"2021","Groningen","0014","Groningen","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs","hbo master",9
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","30029","B International Business","hbo bachelor",182
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde","hbo bachelor",139
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie","hbo bachelor",163
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34405","B Communicatie","hbo bachelor",137
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34406","B Accountancy","hbo bachelor",34
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34500","B Facility Management","hbo bachelor",171
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management","hbo bachelor",137
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening","hbo bachelor",124
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","35517","B Finance, Tax and Advice","hbo bachelor",31
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control","hbo bachelor",76
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management","hbo bachelor",45
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","39203","B Vastgoedkunde","hbo bachelor",80
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten","hbo bachelor",130
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","49141","M International Communication","hbo master",68
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","49291","M Interdisciplinary Business Professional","hbo master",15
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","80073","Ad Human Resource Management","hbo associate degree",15
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","80080","Ad Ondernemen","hbo associate degree",28
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34040","B Sportkunde","hbo bachelor",73
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work","hbo bachelor",364
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34507","B Toegepaste Psychologie","hbo bachelor",78
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","49130","M Master Sport- en Bewegingsonderwijs","hbo master",-1
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","49500","M Social Work (joint degree)","hbo master",6
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80086","Ad Ervaringsdeskundigheid in Zorg en Welzijn","hbo associate degree",17
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk","hbo associate degree",13
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80173","Ad Sport","hbo associate degree",15
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34538","B Management in de Zorg","hbo bachelor",38
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige","hbo bachelor",485
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34561","B Medisch Beeldvormende en Radiotherapeutische Technieken","hbo bachelor",102
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut","hbo bachelor",233
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34576","B Mondzorgkunde","hbo bachelor",35
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie","hbo bachelor",55
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34579","B Voeding en Dietetiek","hbo bachelor",77
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49115","M Physician Assistant","hbo master",40
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49127","M Healthy Ageing Professional","hbo master",22
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49246","M Advanced Nursing Practice","hbo master",38
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg","hbo associate degree",11
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",208
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",16
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving","hbo bachelor",25
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek","hbo bachelor",8
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49501","M Kunsteducatie (joint degree)","hbo master",9
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding","hbo bachelor",71
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","n.v.t. (onderwijs)","49099","M Talentontwikkeling en Diversiteit","hbo master",14
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","SECTOROVERSTIJGEND","sectoroverstijgend","49396","M Energy for Society","hbo master",17
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek","hbo bachelor",35
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans","hbo bachelor",10
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39110","B Autonome Beeldende Kunst","hbo bachelor",28
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving","hbo bachelor",93
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","80085","Ad Dans","hbo associate degree",-1
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44336","M Architectuur","hbo master",-1
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44852","M Master of Music","hbo master",16
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design","hbo master",24
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT","hbo bachelor",110
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design","hbo bachelor",174
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek","hbo bachelor",58
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34275","B Chemische Technologie","hbo bachelor",13
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde","hbo bachelor",95
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen","hbo bachelor",30
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34396","B Chemie","hbo bachelor",36
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek","hbo bachelor",96
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",100
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","39215","B Bio-informatica","hbo bachelor",8
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","39280","B Built Environment","hbo bachelor",125
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","40124","M Master Digitale Technologie","hbo master",-1
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","49404","M Data Science for Life Sciences","hbo master",12
"2021","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","80039","Ad Projectleider Techniek","hbo associate degree",26
"2021","Groningen","0014","Groningen","reguliere inst.","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34134","B Verloskunde","hbo bachelor",25
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","44113","M Pedagogiek","hbo master",14
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",64
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49501","M Kunsteducatie (joint degree)","hbo master",-1
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde","hbo bachelor",13
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35525","B International Teacher Education for Secondary Schools","hbo bachelor",-1
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","80166","Ad Didactisch Educatief Professional","hbo associate degree",18
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45262","M Leraar Engels","hbo master",5
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45263","M Leraar Wiskunde","hbo master",8
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45265","M Leraar Duits","hbo master",-1
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45269","M Leraar Nederlands","hbo master",5
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45272","M Leraar Natuurkunde","hbo master",-1
"2021","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45275","M Leraar Algemene Economie","hbo master",11
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","34500","B Facility Management","hbo bachelor",125
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","80004","Ad Facility Management","hbo associate degree",48
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige","hbo bachelor",204
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut","hbo bachelor",168
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34574","B Opleiding voor Ergotherapie","hbo bachelor",101
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie","hbo bachelor",22
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34644","B Vaktherapie","hbo bachelor",15
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49145","M Gezondheidsinnovatie","hbo master",9
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49246","M Advanced Nursing Practice","hbo master",28
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","30008","B Applied Science","hbo bachelor",71
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT","hbo bachelor",118
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","30039","B Mens en Techniek","hbo bachelor",32
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","30107","B Engineering","hbo bachelor",97
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",17
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","39280","B Built Environment","hbo bachelor",76
"2021","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","80132","Ad ICT","hbo associate degree",27
"2021","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","30029","B International Business","hbo bachelor",128
"2021","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","34411","B Hotel Management","hbo bachelor",323
"2021","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","34419","B European Studies","hbo bachelor",39
"2021","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","34456","B Internationale Communicatie en Talen","hbo bachelor",53
