"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","SOORT_DIPLOMA","AANTAL_GEDIPLOMEERDEN"
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34866","B Bedrijfskunde en Agribusiness","hbo bachelor",63
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34868","B Tuinbouw en Akkerbouw","hbo bachelor",50
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34869","B Dier- en Veehouderij","hbo bachelor",91
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","39281","B International Food & Agribusiness","hbo bachelor",33
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","30012","B Pedagogisch Management Kind en Educatie","hbo bachelor",16
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek","hbo bachelor",47
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",25
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",89
"2019","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs","hbo master",24
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling","hbo bachelor",14
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","34261","B Bouwtechnische Bedrijfskunde","hbo bachelor",-1
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde","hbo bachelor",60
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek","hbo bachelor",26
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",88
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","30029","B International Business","hbo bachelor",22
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie","hbo bachelor",261
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","34405","B Communicatie","hbo bachelor",304
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management","hbo bachelor",82
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","34686","B Journalistiek","hbo bachelor",98
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","39200","B Trend Research & Concept Creation in Lifestyle","hbo bachelor",120
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten","hbo bachelor",135
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","44113","M Pedagogiek","hbo master",13
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34507","B Toegepaste Psychologie","hbo bachelor",24
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35146","B Theologie","hbo bachelor",5
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek","hbo bachelor",109
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",20
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige","hbo bachelor",38
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49246","M Advanced Nursing Practice","hbo master",40
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",87
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34745","B Docent Theater","hbo bachelor",22
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans","hbo bachelor",16
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving","hbo bachelor",34
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek","hbo bachelor",14
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49117","M Kunsteducatie","hbo master",20
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs","hbo master",46
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35193","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits","hbo bachelor",24
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35195","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels","hbo bachelor",34
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35196","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans","hbo bachelor",5
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35197","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis","hbo bachelor",35
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35198","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands","hbo bachelor",53
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35199","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde","hbo bachelor",16
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35201","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde","hbo bachelor",22
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35202","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie","hbo bachelor",22
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35203","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie","hbo bachelor",13
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35204","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek","hbo bachelor",6
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde","hbo bachelor",47
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35254","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek","hbo bachelor",9
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35255","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans","hbo bachelor",11
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35261","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde","hbo bachelor",17
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35301","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie","hbo bachelor",36
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn","hbo bachelor",32
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35411","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer","hbo bachelor",26
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35421","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde","hbo bachelor",45
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35441","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst","hbo bachelor",6
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","44135","M Leren en Innoveren","hbo master",9
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","49248","M Toetsdeskundige","hbo master",10
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45262","M Leraar Engels","hbo master",10
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45263","M Leraar Wiskunde","hbo master",10
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45264","M Leraar Aardrijkskunde","hbo master",17
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45265","M Leraar Duits","hbo master",12
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45266","M Leraar Frans","hbo master",5
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45267","M Leraar Geschiedenis","hbo master",15
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45268","M Leraar Maatschappijleer","hbo master",11
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45269","M Leraar Nederlands","hbo master",10
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45271","M Leraar Bedrijfseconomie","hbo master",6
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45272","M Leraar Natuurkunde","hbo master",12
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45273","M Leraar Scheikunde","hbo master",11
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45274","M Leraar Godsdienst","hbo master",-1
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45275","M Leraar Algemene Economie","hbo master",13
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45279","M Leraar Biologie","hbo master",8
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","30014","B Circus and Performance Art","hbo bachelor",16
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek","hbo bachelor",65
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans","hbo bachelor",30
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving","hbo bachelor",13
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44336","M Architectuur","hbo master",9
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44338","M Stedenbouw","hbo master",-1
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek","hbo master",37
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49284","M Performing Public Space","hbo master",10
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT","hbo bachelor",45
"2019","Noord-Brabant","0855","Tilburg","reguliere inst.","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",23
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","80073","Ad Human Resource Management","hbo associate degree",13
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","80074","Ad Bedrijfskunde","hbo associate degree",16
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","80143","Ad Finance","hbo associate degree",14
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","80075","Ad Informatica","hbo associate degree",9
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","80091","Ad Engineering","hbo associate degree",11
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","80113","Ad Management","hbo associate degree",15
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk","hbo associate degree",17
"2019","Noord-Brabant","1674","Roosendaal","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","80148","Ad Logistiek","hbo associate degree",6
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",49
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",10
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34145","B Business Studies","hbo bachelor",71
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34406","B Accountancy","hbo bachelor",18
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control","hbo bachelor",15
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","39118","B Business IT & Management","hbo bachelor",16
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work","hbo bachelor",63
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige","hbo bachelor",63
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",70
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde","hbo bachelor",6
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek","hbo bachelor",22
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek","hbo bachelor",15
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde","hbo bachelor",47
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",42
"2019","Noord-Holland","0361","Alkmaar","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","34475","B Technische Informatica","hbo bachelor",24
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39109","B Beeldende Kunst en Vormgeving","hbo bachelor",162
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design","hbo master",58
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49238","M Interieurarchitectuur","hbo master",8
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","34411","B Hotel Management","hbo bachelor",264
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34745","B Docent Theater","hbo bachelor",10
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans","hbo bachelor",13
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving","hbo bachelor",40
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek","hbo bachelor",18
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49117","M Kunsteducatie","hbo master",16
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34733","B Film en Televisie","hbo bachelor",46
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34735","B Cultureel Erfgoed","hbo bachelor",98
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek","hbo bachelor",113
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans","hbo bachelor",41
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34860","B Theater","hbo bachelor",51
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","80160","Ad Electronic Music","hbo associate degree",16
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44336","M Architectuur","hbo master",22
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44337","M Landschapsarchitectuur","hbo master",8
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44338","M Stedenbouw","hbo master",7
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44733","M Film","hbo master",5
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek","hbo master",108
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44874","M Theater","hbo master",7
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49103","M Choreografie","hbo master",-1
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49105","M Opera","hbo master",-1
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49138","M DAS Creative Producing","hbo master",7
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",84
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",9
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans","hbo bachelor",7
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans","hbo bachelor",19
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs","hbo master",42
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34145","B Business Studies","hbo bachelor",35
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34405","B Communicatie","hbo bachelor",67
"2019","Noord-Holland","0363","Amsterdam","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34406","B Accountancy","hbo bachelor",-1
