"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","SOORT_DIPLOMA","OPLEIDINGSVORM","AANTAL_GEDIPLOMEERDEN"
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",178
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",23
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",16
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DU",-1
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",114
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",27
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",23
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",73
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",50
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",5
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",-1
"2021","Zeeland","0718","Vlissingen","reguliere inst.","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",65
"2021","Zuid-Holland","0503","Delft","reguliere inst.","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",-1
"2021","Zuid-Holland","0503","Delft","reguliere inst.","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",84
"2021","Zuid-Holland","0503","Delft","reguliere inst.","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",61
"2021","Zuid-Holland","0503","Delft","reguliere inst.","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DU",31
"2021","Zuid-Holland","0503","Delft","reguliere inst.","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",330
"2021","Zuid-Holland","0505","Dordrecht","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DU",33
"2021","Zuid-Holland","0505","Dordrecht","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",13
"2021","Zuid-Holland","0505","Dordrecht","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DU",10
"2021","Zuid-Holland","0505","Dordrecht","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",22
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",35
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",9
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",12
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DU",33
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",95
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",33
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DU",17
"2021","Zuid-Holland","0513","Gouda","reguliere inst.","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",8
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",283
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","23KJ","Hogeschool der Kunsten Den Haag","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",8
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","DT",10
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",244
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",191
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",19
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",19
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",-1
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",194
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",11
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",-1
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",43
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",54
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DU",6
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",13
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",15
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",24
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",73
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",212
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",1299
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",11
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DU",14
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",303
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",26
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",65
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",236
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",18
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",43
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",79
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",14
"2021","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",492
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",394
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DU",12
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",286
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","DT",7
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DU",36
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",161
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",251
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",9
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DU",30
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",55
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",152
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","DT",-1
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",5
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","VT",7
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",9
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",55
"2021","Zuid-Holland","0546","Leiden","reguliere inst.","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",353
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",28
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","DT",-1
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",125
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","DT",8
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",62
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",84
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo associate degree","DU",-1
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",288
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",102
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",-1
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",2053
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","hbo master","VT",107
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","DT",10
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",33
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VT",54
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",61
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",266
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DT",39
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",69
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",92
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",444
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DU",73
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",35
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",94
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","DT",33
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",17
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","DT",6
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",8
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",134
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",304
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",14
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VT",27
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",280
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","hbo master","DT",38
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","DT",5
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",46
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",95
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VT",118
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",49
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DU",9
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",1013
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","hbo master","VT",7
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",19
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",12
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",22
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",515
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",10
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",89
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",11
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DU",5
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",13
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",19
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VT",-1
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","30VP","Hogeschool Thomas More","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",53
"2021","Zuid-Holland","0599","Rotterdam","reguliere inst.","30VP","Hogeschool Thomas More","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",77
"2021","Zuid-Holland","0637","Zoetermeer","reguliere inst.","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",93
"2022","Drenthe","0106","Assen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",8
"2022","Drenthe","0106","Assen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","hbo master","VT",13
"2022","Drenthe","0106","Assen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",5
"2022","Drenthe","0106","Assen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",11
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DU",14
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",41
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",-1
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",81
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",9
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VT",7
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",42
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DU",5
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DU",-1
"2022","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",65
"2022","Drenthe","0119","Meppel","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","DT",16
"2022","Drenthe","0119","Meppel","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",106
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",82
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",243
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",14
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",10
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",66
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",14
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",55
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo associate degree","DT",54
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",22
"2022","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",18
