"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","SOORT_DIPLOMA","OPLEIDINGSVORM","AANTAL_GEDIPLOMEERDEN"
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",1130
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","DT",28
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",74
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DU",13
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",50
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DU",11
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",766
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","DT",8
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DT",32
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DU",-1
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",190
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",7
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",865
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",52
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DU",120
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VT",11
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",55
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",157
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",10
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",230
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",406
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",11
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","DU",39
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",250
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo master","DT",5
"2020","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo master","VT",11
"2020","Gelderland","0268","Nijmegen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",18
"2020","Gelderland","0268","Nijmegen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VT",-1
"2020","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","DT",21
"2020","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",15
"2020","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","DT",33
"2020","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",244
"2020","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","DT",-1
"2020","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",7
"2020","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","DT",18
"2020","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",5
"2020","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",60
"2020","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",64
"2020","Groningen","0014","Groningen","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",15
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",19
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",20
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",110
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",24
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",1594
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","hbo master","VT",84
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",31
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VT",19
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",67
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",545
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","DT",8
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DU",25
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",79
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",171
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",820
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",11
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DU",86
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VT",17
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","leraar basisonderwijs","hbo associate degree","DT",12
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",165
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",32
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","DT",8
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",102
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",10
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VT",16
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VT",-1
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",180
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","hbo master","DT",5
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",44
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",27
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",46
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",808
"2020","Groningen","0014","Groningen","reguliere inst.","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","hbo master","VT",-1
"2020","Groningen","0014","Groningen","reguliere inst.","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",22
"2020","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","DT",10
"2020","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",51
"2020","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","DT",-1
"2020","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",9
"2020","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",20
"2020","Groningen","0014","Groningen","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","DT",57
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",6
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",44
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",6
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",100
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",46
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",65
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",417
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",13
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DU",23
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VT",-1
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VT",39
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",11
"2020","Limburg","0917","Heerlen","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",373
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",554
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",47
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","DT",11
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",33
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",231
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","hbo master","DU",6
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",75
"2020","Limburg","0935","Maastricht","reguliere inst.","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",54
"2020","Limburg","0983","Venlo","reguliere inst.","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",87
"2020","Limburg","0983","Venlo","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",441
"2020","Limburg","0983","Venlo","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",15
"2020","Limburg","0983","Venlo","reguliere inst.","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",-1
"2020","Limburg","0983","Venlo","reguliere inst.","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",162
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",33
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",21
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",397
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","25JX","Zuyd Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",-1
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","25JX","Zuyd Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",90
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","25JX","Zuyd Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",33
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",15
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",11
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",85
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",15
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",19
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",64
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VT",-1
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",60
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",73
"2020","Limburg","1883","Sittard-Geleen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","VT",8
"2020","Noord-Brabant","0748","Bergen op Zoom","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",29
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",158
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",149
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",37
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",1029
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",41
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",38
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",196
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DT",28
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",125
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",27
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",211
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",20
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",82
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",127
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",28
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",56
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DU",21
"2020","Noord-Brabant","0758","Breda","reguliere inst.","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",632
"2020","Noord-Brabant","0758","Breda","reguliere inst.","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",77
"2020","Noord-Brabant","0758","Breda","reguliere inst.","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",1033
"2020","Noord-Brabant","0758","Breda","reguliere inst.","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo master","DT",5
"2020","Noord-Brabant","0758","Breda","reguliere inst.","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","hbo master","VT",66
"2020","Noord-Brabant","0758","Breda","reguliere inst.","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",267
"2020","Noord-Brabant","0758","Breda","reguliere inst.","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","hbo master","VT",15
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",91
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",72
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",16
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DU",14
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",31
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",53
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",9
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",872
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",36
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",28
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",489
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","DT",8
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DT",35
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DU",7
"2020","Noord-Brabant","0772","Eindhoven","reguliere inst.","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",17
